epoch,id,iou
-1,21,1.06734975e-10
-1,21,2.3277467e-10
-1,21,1.3848497e-10
-1,21,2.4455857e-10
-1,21,1.4343086e-10
-1,21,2.4207214e-10
-1,21,4.8470748e-11
-1,21,1.9179133e-10
-1,21,3.6075035e-10
-1,21,7.49569e-11
-1,21,4.7612247e-11
-1,21,0.019729424
-1,21,0.15812989
-1,21,2.3262847e-11
-1,21,0.13565172
-1,21,0.51466995
-1,21,0.13460965
-1,21,2.3882878e-11
-1,21,5.368551e-11
-1,21,1.3506213e-10
-1,21,4.982561e-11
-1,21,1.2761613e-10
-1,21,3.3473925e-11
-1,21,2.6795283e-10
-1,21,0.6941866
-1,21,4.618724e-11
-1,21,0.64523363
-1,21,4.5063314e-11
-1,21,0.37399796
-1,21,5.0627783e-11
-1,21,6.294058e-11
-1,21,2.7612105e-11
-1,21,2.7111292e-11
-1,21,0.017269017
-1,21,0.29478964
-1,21,0.25907934
-1,21,0.026324369
-1,21,3.3968547e-11
-1,21,0.015423202
-1,21,0.0011819256
-1,21,0.011151364
-1,21,8.8676066e-11
-1,21,0.1063432
-1,21,0.14821981
-1,21,1.6200891e-11
-1,21,0.41232443
-1,21,0.03684498
-1,21,3.4621243e-11
-1,21,1.0323113e-10
-1,21,1.0608954e-10
-1,21,0.012751036
-1,21,0.55033135
-1,21,2.7685493e-10
-1,21,0.2798387
-1,21,9.6730506e-11
-1,21,1.0137875e-10
-1,21,2.0729685e-10
-1,21,1.301575e-10
-1,21,3.173092e-11
-1,21,3.9215686e-11
-1,21,0.024807395
-1,21,3.1788416e-11
-1,21,0.8064414
-1,21,0.32581553
-1,21,0.60729104
-1,21,0.17030367
-1,21,0.65957445
-1,21,1.6245899e-11
-1,21,4.8590865e-10
-1,21,5.710696e-11
-1,21,3.132832e-10
-1,21,4.1876047e-10
-1,21,6.7340067e-10
-1,21,3.611412e-10
-1,21,2.8082e-10
-1,21,4.6948356e-10
-1,21,5.621135e-10
-1,21,8.354219e-10
-1,21,1.772107e-10
-1,21,2.0990765e-10
-1,21,0.86892974
-1,21,0.79256535
-1,21,0.8611474
-1,21,0.8352925
-1,21,0.81228703
-1,21,0.7360734
-1,21,0.246167
-1,21,0.16653362
-1,21,0.009505602
-1,21,0.01802648
-1,21,0.224392
-1,21,1.4941652e-11
-1,21,0.0023201858
-1,21,2.8587765e-10
-1,21,3.7537537e-10
-1,21,3.2938077e-10
-1,21,3.195909e-10
-1,21,3.0713473e-11
-1,21,0.093347415
-1,21,0.00036720352
-1,21,2.8897558e-11
-1,21,3.5176587e-11
-1,21,4.492363e-11
-1,21,2.8985507e-11
-1,21,0.65861374
-1,21,0.7745526
-1,21,0.59580195
-1,21,0.32218888
-1,21,0.63099086
-1,21,0.09309473
-1,21,0.22698314
-1,21,3.9211072e-11
-1,21,0.83206826
-1,21,0.84107226
-1,21,0.8329561
-1,21,0.89534706
-1,21,0.9051814
-1,21,0.6674229
-1,21,0.8071502
-1,21,0.7818578
-1,21,6.790249e-11
-1,21,2.2104332e-10
-1,21,3.4722222e-10
-1,21,0.019328156
-1,21,1.6044926e-11
-1,21,6.2857504e-11
-1,21,1.7094016e-10
-1,21,2.5387153e-10
