epoch,id,iou
-1,6,0.90536344
-1,6,0.18986571
-1,6,0.90100104
-1,6,0.85234743
-1,6,0.58768964
-1,6,0.7773622
-1,6,1.9727757e-10
-1,6,0.9087471
-1,6,0.8601968
-1,6,0.90959126
-1,6,0.9250612
-1,6,0.81887305
-1,6,0.8881525
-1,6,0.9235403
-1,6,0.7521922
-1,6,0.909052
-1,6,0.9306121
-1,6,0.72944295
-1,6,0.513672
-1,6,0.94198984
-1,6,0.6849664
-1,6,0.92844397
-1,6,0.8422903
-1,6,0.8980741
-1,6,0.88659704
-1,6,0.92920405
-1,6,0.856037
-1,6,0.907923
-1,6,0.65812767
-1,6,0.87859184
-1,6,0.8937451
-1,6,0.87389016
-1,6,0.8318611
-1,6,0.9254239
-1,6,0.83513045
-1,6,0.7860672
-1,6,0.890642
-1,6,0.70211667
-1,6,0.6537209
-1,6,0.5784274
-1,6,0.8930963
-1,6,0.7072745
-1,6,0.9119377
-1,6,0.8421393
-1,6,0.90835595
-1,6,0.9277598
-1,6,5.1733057e-10
-1,6,0.81790876
-1,6,0.87310296
-1,6,0.89008623
-1,6,0.87880254
-1,6,0.88155943
-1,6,0.8899915
-1,6,0.95079577
-1,6,0.8481285
-1,6,0.90258366
-1,6,0.8799909
-1,6,0.88923717
-1,6,0.6262818
-1,6,0.7869324
-1,6,0.83778584
-1,6,0.9055186
-1,6,0.72034395
-1,6,0.88699573
-1,6,0.7052506
-1,6,0.95358974
-1,6,0.90983653
-1,6,0.94505084
-1,6,4.3898157e-10
-1,6,0.77203834
-1,6,0.90042764
-1,6,0.91244775
-1,6,0.9061162
-1,6,0.6121134
-1,6,0.3943241
-1,6,0.8813891
-1,6,0.87733203
-1,6,0.5648058
-1,6,0.9474396
-1,6,0.6731709
-1,6,0.8938907
-1,6,0.16950046
-1,6,0.86333925
-1,6,0.48031044
-1,6,0.8785622
-1,6,0.2943871
-1,6,0.935508
-1,6,0.8875646
-1,6,0.8578572
-1,6,0.8484409
-1,6,0.7505755
-1,6,7.0771405e-10
-1,6,0.92782164
-1,6,0.79142636
-1,6,0.5461389
-1,6,0.91092247
-1,6,0.5105452
-1,6,0.037228983
-1,6,0.88200784
-1,6,0.8289647
-1,6,0.9255649
-1,6,0.91619384
-1,6,0.80746084
-1,6,0.8562953
-1,6,0.80964446
-1,6,0.81605446
-1,6,0.8534512
-1,6,0.71837217
-1,6,0.8341066
-1,6,0.8593698
-1,6,0.79264534
-1,6,0.9109803
-1,6,0.92039365
-1,6,0.88759214
-1,6,0.88784397
-1,6,0.9259493
-1,6,0.86702836
-1,6,0.8083837
-1,6,7.2605824e-11
-1,6,0.8230024
-1,6,0.8132571
-1,6,0.19312452
-1,6,0.8711389
-1,6,0.9163678
-1,6,0.92934716
-1,6,0.8838777
-1,6,0.9018223
-1,6,0.8451761
-1,6,0.9170995
-1,6,0.84933233
-1,6,0.0015609096
-1,6,0.8747242
-1,6,0.8616977
-1,6,0.92496306
-1,6,0.8622309
-1,6,0.915827
-1,6,0.8501375
-1,6,4.870446e-11
-1,6,0.9170096
-1,6,0.45639354
-1,6,0.74588734
-1,6,0.8900115
-1,6,0.65860105
-1,6,0.7353899
-1,6,0.6657944
-1,6,0.9127329
-1,6,0.896003
-1,6,0.89688176
-1,6,0.813551
-1,6,0.7833197
-1,6,0.9380667
-1,6,0.9097262
-1,6,0.7284078
-1,6,0.8028513
-1,6,0.8286307
-1,6,0.82382596
-1,6,0.9010276
-1,6,0.8971857
-1,6,0.8990339
-1,6,0.8957773
-1,6,0.6194945
-1,6,0.9064464
