epoch,id,iou
-1,21,0.8201935
-1,21,0.6401453
-1,21,0.8919817
-1,21,0.64477384
-1,21,0.915539
-1,21,0.69591075
-1,21,0.51248336
-1,21,0.9029768
-1,21,0.8949406
-1,21,0.9151813
-1,21,0.92873555
-1,21,0.8468158
-1,21,0.9377643
-1,21,0.9182673
-1,21,0.857055
-1,21,0.66950357
-1,21,0.9140011
-1,21,0.65674853
-1,21,0.9137647
-1,21,0.40008074
-1,21,0.783158
-1,21,0.8537099
-1,21,0.8615607
-1,21,0.9028613
-1,21,0.911511
-1,21,0.95867217
-1,21,0.8256895
-1,21,0.9292465
-1,21,0.77091604
-1,21,0.90396184
-1,21,0.86154723
-1,21,0.92323977
-1,21,0.8423169
-1,21,0.8878682
-1,21,0.34669665
-1,21,0.81588525
-1,21,0.8615683
-1,21,0.7783019
-1,21,6.010338e-11
-1,21,0.8328237
-1,21,0.60220605
-1,21,0.6590551
-1,21,0.8899836
-1,21,0.8666347
-1,21,0.8638834
-1,21,0.9194959
-1,21,5.1733057e-10
-1,21,0.9414054
-1,21,0.87813497
-1,21,0.8951404
-1,21,0.8586534
-1,21,0.87243205
-1,21,0.5141762
-1,21,0.94994915
-1,21,0.81541884
-1,21,0.7941973
-1,21,0.83448154
-1,21,0.8699969
-1,21,0.5816529
-1,21,0.7982751
-1,21,0.8909259
-1,21,0.24421574
-1,21,0.805406
-1,21,0.86773443
-1,21,0.84322166
-1,21,0.9348527
-1,21,0.92379814
-1,21,0.9267018
-1,21,4.3898157e-10
-1,21,0.8719743
-1,21,0.9080992
-1,21,0.8715905
-1,21,0.8849248
-1,21,0.6570962
-1,21,0.84451073
-1,21,0.87090176
-1,21,0.87551355
-1,21,0.919739
-1,21,0.9374229
-1,21,0.89239943
-1,21,0.85423076
-1,21,0.95782906
-1,21,0.8544873
-1,21,0.5705994
-1,21,0.88797516
-1,21,0.48736575
-1,21,0.9118526
-1,21,0.92070216
-1,21,0.9136643
-1,21,0.7735307
-1,21,0.15883048
-1,21,7.0771405e-10
-1,21,0.8509868
-1,21,1.9607843e-10
-1,21,0.93865585
-1,21,0.8742413
-1,21,0.8928058
-1,21,1.1904762e-09
-1,21,0.7530977
-1,21,0.868669
-1,21,0.9479881
-1,21,0.93012774
-1,21,0.9373733
-1,21,0.9061463
-1,21,0.63481075
-1,21,0.7624455
-1,21,0.5589141
-1,21,0.76257044
-1,21,0.85242444
-1,21,0.87009007
-1,21,0.9125634
-1,21,0.893559
-1,21,0.9311206
-1,21,0.905243
-1,21,0.8910805
-1,21,0.9202841
-1,21,0.90835613
-1,21,0.7851017
-1,21,0.73566365
-1,21,0.8194525
-1,21,0.86435616
-1,21,0.889417
-1,21,0.87832457
-1,21,0.9351936
-1,21,0.94709575
-1,21,0.9207035
-1,21,0.9173159
-1,21,0.9247944
-1,21,0.90230304
-1,21,0.8836188
-1,21,0.8006464
-1,21,0.90800786
-1,21,0.79880977
-1,21,0.9399522
-1,21,0.88381714
-1,21,0.79633695
-1,21,0.78527814
-1,21,0.7693778
-1,21,0.8931883
-1,21,0.87053597
-1,21,0.9294052
-1,21,0.868045
-1,21,0.7375824
-1,21,0.76011604
-1,21,0.8954874
-1,21,0.9139409
-1,21,0.9453006
-1,21,0.9155629
-1,21,0.8194558
-1,21,0.81468207
-1,21,0.9271536
-1,21,0.9396669
-1,21,0.86747515
-1,21,0.8661551
-1,21,0.80483234
-1,21,0.17512853
-1,21,0.8550845
-1,21,0.8753414
-1,21,0.9081839
-1,21,0.9320574
-1,21,0.6055235
-1,21,0.916312
-1,21,0.84136987
-1,21,0.8036692
