epoch,id,iou
-1,21,2.3457658e-10
-1,21,2.3277467e-10
-1,21,2.5387153e-10
-1,21,2.4455857e-10
-1,21,2.8105676e-10
-1,21,2.4207214e-10
-1,21,2.532928e-10
-1,21,2.3084026e-10
-1,21,8.303234e-12
-1,21,2.4032684e-10
-1,21,3.8314177e-10
-1,21,0.019729424
-1,21,2.659433e-11
-1,21,2.3262847e-11
-1,21,0.054912742
-1,21,2.2257834e-11
-1,21,2.5223861e-11
-1,21,3.1610558e-11
-1,21,9.437524e-11
-1,21,1.3506213e-10
-1,21,4.982561e-11
-1,21,1.2761613e-10
-1,21,4.9455984e-10
-1,21,6.56168e-11
-1,21,4.8281188e-11
-1,21,5.021593e-11
-1,21,4.7810287e-11
-1,21,4.5063314e-11
-1,21,5.009518e-11
-1,21,5.0627783e-11
-1,21,6.294058e-11
-1,21,3.0228833e-11
-1,21,2.7111292e-11
-1,21,2.1177468e-11
-1,21,4.7409094e-11
-1,21,2.2016733e-10
-1,21,1.12120195e-10
-1,21,9.109957e-11
-1,21,1.12803156e-10
-1,21,0.0011819256
-1,21,1.6130333e-11
-1,21,1.2635835e-10
-1,21,3.2663726e-11
-1,21,0.14821981
-1,21,0.0056855585
-1,21,4.1387303e-11
-1,21,4.8407396e-11
-1,21,3.6314778e-11
-1,21,1.0199919e-10
-1,21,1.0608954e-10
-1,21,1.06258634e-10
-1,21,0.55033135
-1,21,2.7685493e-10
-1,21,1.4467592e-10
-1,21,0.044871543
-1,21,1.0137875e-10
-1,21,2.6752273e-10
-1,21,2.7940766e-10
-1,21,3.0505477e-11
-1,21,0.0017837452
-1,21,4.40451e-11
-1,21,0.0028148328
-1,21,1.2479253e-11
-1,21,0.32581553
-1,21,0.026939437
-1,21,0.12592776
-1,21,5.7520853e-11
-1,21,1.2046741e-10
-1,21,4.8590865e-10
-1,21,1.3118195e-11
-1,21,3.132832e-10
-1,21,4.1876047e-10
-1,21,6.7340067e-10
-1,21,2.3872616e-11
-1,21,2.8082e-10
-1,21,4.6948356e-10
-1,21,5.621135e-10
