model,device,lr,batch_size,epochs,use_inpainter,train_loss,val_loss,iid_val_iou,iid_test_iou,ood_iou,consistency,epoch
Unet,cuda,[1e-05],8,300,False,0.8013482075929642,0.729688683450222,0.2722282111644745,0.27723184,0.0778861194849014,0.4836382141709328,0.0
Unet,cuda,[1e-05],8,300,False,0.7468500131368637,0.6929749697446823,0.3710187077522278,0.3887366950511932,0.1281425654888153,0.4598360285162925,1.0
Unet,cuda,[9.990133642141359e-06],8,300,False,0.7110332864522934,0.6727976587414741,0.4657044112682342,0.490804523229599,0.1899262219667434,0.4360159751772881,2.0
Unet,cuda,[9.960573506572391e-06],8,300,False,0.6861686062812805,0.6646088403463364,0.4994960129261017,0.5284058451652527,0.1616979241371154,0.4239326873421669,3.0
Unet,cuda,[9.911436253643445e-06],8,300,False,0.6644218945503235,0.6555361485481263,0.5699271559715271,0.5926544070243835,0.2093391269445419,0.4100386562943459,4.0
Unet,cuda,[9.842915805643156e-06],8,300,False,0.65021126806736,0.6570364046096802,0.5693165063858032,0.5829676985740662,0.2262992411851883,0.4022668492794037,5.0
Unet,cuda,[9.755282581475769e-06],8,300,False,0.636357456445694,0.6551586854457855,0.5706089735031128,0.5930365324020386,0.2098081558942794,0.4028439638018608,6.0
Unet,cuda,[9.648882429441258e-06],8,300,False,0.6282796323299408,0.6528030714392662,0.6003462076187134,0.6236863732337952,0.2331962585449218,0.3950828844308853,7.0
Unet,cuda,[9.524135262330098e-06],8,300,False,0.6141403585672378,0.6483483654260636,0.6584914922714233,0.6691684722900391,0.2653478980064392,0.3832376372814178,8.0
Unet,cuda,[9.381533400219319e-06],8,300,False,0.601497330069542,0.6468893450498581,0.658488929271698,0.6734755039215088,0.2731884121894836,0.387664538025856,9.0
Unet,cuda,[9.221639627510076e-06],8,300,False,0.5852604472637176,0.6479509615898132,0.6758158802986145,0.6915310025215149,0.2864034473896026,0.3773452940583229,10.0
Unet,cuda,[9.045084971874738e-06],8,300,False,0.5706139314174652,0.6484655794501305,0.6924315094947815,0.7045907378196716,0.2847194969654083,0.3731770205497742,11.0
Unet,cuda,[8.852566213878947e-06],8,300,False,0.5579900002479553,0.647779253423214,0.698546826839447,0.710652768611908,0.2882444560527801,0.3697213146090508,12.0
Unet,cuda,[8.644843137107058e-06],8,300,False,0.543420016169548,0.641837278008461,0.6927343010902405,0.7178823351860046,0.2829921543598175,0.3758948159217834,13.0
