model,device,lr,batch_size,epochs,use_inpainter,train_loss,val_loss,iid_val_iou,iid_test_iou,ood_iou,consistency,epoch
InductiveNet,cuda,[1e-05],8,300,False,0.5069050902128219,0.4742368397116661,0.2637721598148346,0.25971738,0.0617478564381599,0.4879042252898216,0.0
InductiveNet,cuda,[1e-05],8,300,False,0.4063557931780815,0.4047531178593636,0.405186653137207,0.4160180985927582,0.1443557292222976,0.4433588498830795,1.0
InductiveNet,cuda,[9.990133642141359e-06],8,300,False,0.3564125734567642,0.358072220236063,0.5502163171768188,0.5804775953292847,0.2258455157279968,0.4018333822488784,2.0
InductiveNet,cuda,[9.960573506572391e-06],8,300,False,0.3236611771583557,0.3397146426141262,0.5499684810638428,0.5907096862792969,0.2171102464199066,0.4061772438883781,3.0
InductiveNet,cuda,[9.911436253643445e-06],8,300,False,0.2989209499955177,0.3235088557004928,0.612561821937561,0.6461129188537598,0.2250408083200454,0.4020348489284515,4.0
InductiveNet,cuda,[9.842915805643156e-06],8,300,False,0.2824882873892784,0.3124886451661586,0.6675118207931519,0.6870642900466919,0.2576499283313751,0.4059502401947975,5.0
InductiveNet,cuda,[9.755282581475769e-06],8,300,False,0.267615415751934,0.304059880822897,0.6567771434783936,0.6901939511299133,0.2642172276973724,0.4216375878453254,6.0
InductiveNet,cuda,[9.648882429441258e-06],8,300,False,0.2500389654934406,0.2987375728785991,0.6916531324386597,0.7144837975502014,0.2885156571865082,0.4237118408083915,7.0
InductiveNet,cuda,[9.524135262330098e-06],8,300,False,0.233886300176382,0.2876257170736789,0.7050238847732544,0.7317134141921997,0.2850002944469452,0.4355681911110878,8.0
InductiveNet,cuda,[9.381533400219319e-06],8,300,False,0.2255381418764591,0.2819333925098181,0.7184917330741882,0.7450310587882996,0.3079773783683777,0.4475289434194565,9.0
InductiveNet,cuda,[9.221639627510076e-06],8,300,False,0.2111189500987529,0.2735250801593065,0.7171176075935364,0.7501702308654785,0.3172484040260315,0.4610977628827095,10.0
InductiveNet,cuda,[9.045084971874738e-06],8,300,False,0.2007596534490585,0.2640340931713581,0.7285252213478088,0.7546880841255188,0.3292719721794128,0.4819703066349029,11.0
InductiveNet,cuda,[8.852566213878947e-06],8,300,False,0.1885141399502754,0.2651745377480983,0.7367826104164124,0.7562451362609863,0.3343617618083954,0.4747414962947368,12.0
InductiveNet,cuda,[8.644843137107058e-06],8,300,False,0.1818254522234201,0.2544535935670137,0.7369720339775085,0.7673928737640381,0.3429824411869049,0.5028369335830212,13.0
