model,device,lr,batch_size,epochs,use_inpainter,train_loss,val_loss,iid_val_iou,iid_test_iou,ood_iou,consistency,epoch
DeepLab,cuda,[1e-05],8,3,False,0.8053334325551986,0.7085734966397286,0.3418231308460235,0.3524821,0.1456192284822464,0.4604401621222496,0.0
DeepLab,cuda,[1e-05],8,3,False,0.7091638302803039,0.6639183500409126,0.4843218624591827,0.4986247718334198,0.2111447751522064,0.4076434269547462,1.0
DeepLab,cuda,[9.990133642141359e-06],8,3,False,0.6381445664167404,0.6489539980888367,0.5806891322135925,0.5987921357154846,0.240103006362915,0.3736802756786346,2.0
DeepLab,cuda,[1e-05],8,300,False,0.8108260405063629,0.7194062876701355,0.2987376749515533,0.2999020516872406,0.0971734151244163,0.4813888329267501,0.0
DeepLab,cuda,[1e-05],8,300,False,0.7233629494905471,0.6725264486670494,0.4420238137245178,0.4663311839103699,0.1952338963747024,0.4278192669153213,1.0
DeepLab,cuda,[9.990133642141359e-06],8,300,False,0.653664476275444,0.652028180360794,0.5455030798912048,0.5685392618179321,0.2321660369634628,0.3877316811680793,2.0
DeepLab,cuda,[9.960573506572391e-06],8,300,False,0.5962876623868942,0.6413872423768043,0.6197302937507629,0.6332632899284363,0.2402130216360092,0.3782418689131737,3.0
DeepLab,cuda,[9.911436253643445e-06],8,300,False,0.5567991769313813,0.6365497234463692,0.6470707058906555,0.6562898755073547,0.2499148100614547,0.3713381025195121,4.0
DeepLab,cuda,[9.842915805643156e-06],8,300,False,0.5166620981693267,0.6273299744725227,0.6606435179710388,0.6727893948554993,0.2503587305545807,0.3758463844656944,5.0
DeepLab,cuda,[9.755282581475769e-06],8,300,False,0.4871513301134109,0.6295014011859894,0.707770824432373,0.7117066383361816,0.253514289855957,0.3657066419720649,6.0
DeepLab,cuda,[9.648882429441258e-06],8,300,False,0.4526294422149658,0.6273300820589065,0.736797034740448,0.7491313815116882,0.2768526673316955,0.3645877543091774,7.0
DeepLab,cuda,[9.524135262330098e-06],8,300,False,0.4272392213344574,0.6298850762844086,0.7371342182159424,0.7516269087791443,0.2626588046550751,0.3553187337517738,8.0
DeepLab,cuda,[9.381533400219319e-06],8,300,False,0.39617038667202,0.6092460530996323,0.735109806060791,0.7551299929618835,0.2845395803451538,0.3812756624817848,9.0
DeepLab,cuda,[9.221639627510076e-06],8,300,False,0.3791522592306137,0.6079969918727874,0.7397270202636719,0.7570817470550537,0.2821084558963775,0.3755230405926704,10.0
DeepLab,cuda,[9.045084971874738e-06],8,300,False,0.3512388163805008,0.5991626209020615,0.7385377287864685,0.7613574266433716,0.3035623729228973,0.3819799169898032,11.0
DeepLab,cuda,[8.852566213878947e-06],8,300,False,0.3303792148828506,0.5904983815550804,0.7552377581596375,0.7708313465118408,0.3080342411994934,0.3939333277940749,12.0
DeepLab,cuda,[8.644843137107058e-06],8,300,False,0.3087204086780548,0.5886070910096168,0.7504620552062988,0.7709687948226929,0.3155057728290558,0.3967140471935272,13.0
DeepLab,cuda,[8.422735529643445e-06],8,300,False,0.2932213062047958,0.5903805413842201,0.7555525898933411,0.775115430355072,0.3103169202804565,0.3885634887218475,14.0
DeepLab,cuda,[8.18711994874345e-06],8,300,False,0.2751380783319473,0.5632600352168083,0.7590599656105042,0.786445140838623,0.3049769401550293,0.4172486688196659,15.0
DeepLab,cuda,[7.938926261462368e-06],8,300,False,0.2615954637527465,0.5548302930593491,0.7498270273208618,0.7803316712379456,0.3053565919399261,0.423762553781271,16.0
DeepLab,cuda,[7.679133974894984e-06],8,300,False,0.2510782593488693,0.5446483378112316,0.7589452862739563,0.7715747952461243,0.308789312839508,0.4351392352581024,17.0
DeepLab,cuda,[7.408768370508577e-06],8,300,False,0.2389283752441406,0.5592617264389992,0.7590925693511963,0.7804810404777527,0.3222853541374206,0.4190002472698688,18.0
